index,question,value,response
34,What is the average between direct and indirect group energy consumption of the sums between the years 2022 and 2021?,16112,10009
35,"What are the top 2 highest values between purchased goods and downstream transportation of the sums (in ascending order) between the years 2022, 2023?","2.0, 57.0",30#1
36,What are the top 2 lowest values between nmvoc and nox emissions of the percentage ratios (in descending order) between the year 2023 and 2020?,"93.75, 62.32",59#60
37,"What is the value between downstream and upstream transportation of the lowest average between the years 2023, 2022?",1,17
38,"What is the sum between the total water withdrawn except for cooling and water withdrawn for cooling of the averages between the years 2020, 2022, 2023, 2021?",2729304.75,1975955.25
39,"What are the top 2 lowest values between total and surface water withdrawn of the sums (in ascending order) between the years 2023, 2021?","36855.0, 3971453.0",17699#14514
40,"What is the sum between direct and indirect consumption of energy of the averages between the years 2023 (full consolidated), 2022 (group)?",15902,34473
41,"Which are the top 2 highest values between scope 1 emissions and gas emissions of the sums (in descending order) between the years 2023, 2021, 2022, 2020?","515345.0, 195212.0",112792#47271
42,"Which are the top 2 lowest values between non hazardous waste and non hazardous waste recycled of the sums (in descending order) between the years 2020, 2022, 2023?","357484.0, 330371.0","113211#117607#11941#128267#125292#123311 |

"
43,"What are the top 2 highest values between scope 2 and 3 emissions of the averages (in descending order) between the years 2022, 2023, 2021, 2020?","63018679.75, 124373.0",60788549#68737485
44,What are the top 2 highest values between indirect and direct group consumption of energy of the percentage ratios (in descending order) between the year 2023 and 2021?,"101.15, 54.48",380#351
45,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2021 (group) and 2022 (full consolidated?,"182.11, 88.34",9.92#380
46,"What is the value between reused and incinerated non hazardous waste of the lowest average between the years 2023, 2021?",6917.5,105593#6871 |
47,"What is the value between fresh water withdrawal from cooling water and total fresh water consumption of the lowest sum in the years 2022, 2019, 2020?",226,-27
48,Which are the top 2 lowest values between surface and groundwater withdrawal of the percentage ratios (in descending order) between the year 2021 and 2022?,"131.98, 104.33",19156#14514
49,What is the average between recycled polyester and sustainable cotton of the percentage ratios between 2022 and 2023?,98.48,98
