index,question,value,response,correct
21,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,7.61,prompt too long,False
22,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"munich-re, otc_su, deutsche-telekom-ag",prompt too long,False
23,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,76.57,prompt too long,False
24,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,80.19,prompt too long,False
25,Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"otc_esocf, otc_crerf, otc_bayzf","114.8, 109.6, 104.5",False
26,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,32.84,prompt too long,False
27,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_esocf,prompt too long,False
28,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,84.0,prompt too long,False
29,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, munich-re",prompt too long,False
30,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.4,prompt too long,False
31,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,420.52,prompt too long,False
32,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,otc_bayzf,prompt too long,False
33,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,prompt too long,False
34,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, otc_su",prompt too long,False
35,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,nasdaq_dasty,prompt too long,False
36,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59,prompt too long,False
37,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 76992.0, 1162801.5, 94006047.43, 161500000.0",prompt too long,False
38,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,nyse_tte,prompt too long,False
39,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, munich-re, otc_dpsgy, heidelberg-materials, nyse_tte",prompt too long,False
40,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,71.14,prompt too long,False
41,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"nasdaq_dasty, vivendi, munich-re",prompt too long,False
42,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01, 0.02",prompt too long,False
43,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,537224692.85,prompt too long,False
44,What is the lowest total energy consumption over the last 2 years among the following companies in GWh?,66.35,prompt too long,False
45,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"otc_adddf, nyse_az, munich-re",prompt too long,False
46,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,873133.5,prompt too long,False
47,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,40300000.0,4840161.0,False
48,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"otc_rwnef, otc_bayzf, munich-re",prompt too long,False
49,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,prompt too long,False
50,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,otc_bayzf,prompt too long,False
51,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,363404.0,prompt too long,False
52,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,43790000.0,prompt too long,False
53,What is the highest average energy consumed in the last 2 years among the following companies in GWh?,94006.05,prompt too long,False
54,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,otc_esocf,58.76,False
55,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,otc_esocf,prompt too long,False
56,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, nasdaq_dasty, otc_su, heidelberg-materials, nyse_tte",prompt too long,False
57,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"nyse_tte, heidelberg-materials",prompt too long,False
58,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"heidelberg-materials, otc_dpsgy, deutsche-telekom-ag",prompt too long,False
59,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,43.68,prompt too long,False
60,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,63.37,prompt too long,False
61,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.73,prompt too long,False
62,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"282307.0, 1162801.5, 12747000.0",prompt too long,False
63,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.24,prompt too long,False
64,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,otc_rwnef,prompt too long,False
65,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"157.0, 96.3",prompt too long,False
66,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,12180000.0,prompt too long,False
67,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,1.8,1.7,False
68,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,84.0,prompt too long,False
69,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,98.83,60.59047,False
70,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57,prompt too long,False
71,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,"277.17, 4186.09, 125188.2, 338421.5, 581400.0",prompt too long,False
72,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,otc_rwnef,prompt too long,False
73,What are the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,"0.91, 9.89, 13.44, 20.4, 80.6",11.86,False
74,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,otc_rwnef,prompt too long,False
75,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.0, 0.01, 0.04",prompt too long,False
76,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,otc_esocf,prompt too long,False
77,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,2.16,prompt too long,False
78,What is the highest average energy consumed in the last 2 years among the following companies in TWh?,161.5,prompt too long,False
79,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727.0, 9889305.0",21.1,False
80,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",25047806.4,47.76,False
81,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,84.0,prompt too long,False
82,What are the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"161.5, 94.01, 34.77, 1.16",prompt too long,False
83,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.03, 0.04",prompt too long,False
84,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_rwnef, otc_esocf",prompt too long,False
85,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,"nasdaq_dasty, otc_su, otc_dpsgy, heidelberg-materials, nyse_tte",prompt too long,False
86,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,otc_rwnef,prompt too long,False
87,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,prosiebensat1-media,prompt too long,False
88,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"94006.05, 34774.5, 12747.0",prompt too long,False
89,What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"73650000.0, 1900000.0, 31363.5, 21817.5",prompt too long,False
90,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,109300000.0,prompt too long,False
91,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, axa",prompt too long,False
92,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,4.62,0.04268,False
93,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,nyse_tte,12.0,False
94,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"vivendi, otc_adddf, otc_bayzf",prompt too long,False
95,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,153984.0,prompt too long,False
96,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,20.01,prompt too long,False
97,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7,prompt too long,False
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,98.47,prompt too long,False
99,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,161500.0,prompt too long,False
100,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,536.73,prompt too long,False
101,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, deutsche-telekom-ag, otc_su, munich-re, nasdaq_dasty",prompt too long,False
102,What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"73650000.0, 1900000.0, 38378.5, 21817.5",85.4,False
103,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,5.53,prompt too long,False
104,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,66350.0,prompt too long,False
105,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,nyse_az,prompt too long,False
106,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,133.03,prompt too long,False
107,What is the highest average energy consumed in the last 2 years among the following companies in TJ?,338421.5,prompt too long,False
108,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,73.65,prompt too long,False
109,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,otc_dpsgy,prompt too long,False
110,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,6.17,prompt too long,False
111,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,nasdaq_dasty,prompt too long,False
112,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,prompt too long,False
113,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,nasdaq_dasty,prompt too long,False
114,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,otc_esocf,prompt too long,False
115,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,73650000.0,prompt too long,False
116,Which companies have the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,"munich-re, otc_bamgf, otc_bayzf, otc_crerf, otc_esocf",13.86,False
117,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in MtCO2eq?,"otc_esocf, munich-re, nyse_az",prompt too long,False
118,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,44.88,prompt too long,False
119,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,otc_esocf,prompt too long,False
120,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"338421.5, 4186.09",prompt too long,False
121,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,45.51,prompt too long,False
122,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,98830000.0,prompt too long,False
123,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,nasdaq_dasty,prompt too long,False
124,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.01, 0.02, 1.9",prompt too long,False
125,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,axa,prompt too long,False
126,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,76.45,prompt too long,False
127,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.51,prompt too long,False
128,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,47.0,prompt too long,False
129,What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 20.4, 13.44",83.4,False
130,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,76.8,prompt too long,False
131,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"94006047.43, 12747000.0, 1162801.5, 282307.0, 76992.0",prompt too long,False
132,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,otc_bayzf,1.0,False
133,Which company has the highest average energy consumed in the last 2 years among the following companies in GWh?,heidelberg-materials,prompt too long,False
134,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,prompt too long,False
135,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,873.13,prompt too long,False
136,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,vivendi,prompt too long,False
137,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,109.3,prompt too long,False
138,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82,prompt too long,False
139,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"nasdaq_dasty, vivendi, axa",prompt too long,False
140,What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"73.65, 1.9, 0.04",prompt too long,False
141,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,18.12,prompt too long,False
142,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, otc_bamgf",11247.0,False
143,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.49,prompt too long,False
144,Which companies have the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_rwnef, otc_bayzf, nyse_az, otc_adddf",prompt too long,False
145,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,0.96,prompt too long,False
146,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re,prompt too long,False
147,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,83.7,prompt too long,False
148,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,1605647.0,prompt too long,False
