index,question,value,response,correct
63,Is the target SF leakage rate of sites out of reporting perimeter in TCO2e in 2021 lower than the one in 2020?,no,no,True
64,What is the maximum value of the Energy indirect (Scope 2) GHG emissions in TCO2e reported for the years 2020 to 2023?,153115,153115.00,True
65,What is the minimum value of the GHG Scope 2 emissions from grid electricity (market-based) for the years 2020 to 2023?,39476,"39,476.00",True
66,Is the value of the GHG Scope 2 market-based emissions from renewable electricity in 2021 higher than in 2020?,yes,no,False
67,What are the two highest values of district heating GHG emissions (in TCO2e) reported in the years 2020 to 2023 in decreasing order?,"14714.0, 11550.0","14714.00, 11550.00",True
68,"In ascending order, what are the values of estimated Scope 2 GHG emissions of sites out of the reporting perimeter for the years 2023, 2022, 2021 and 2020?","42961.0, 50995.0, 62818.0, 71008.0","42961.00, 50995.00, 71008.00, 62818.00",False
69,Is the value of energy indirect Scope 2 GHG emissions lower than the other relevant indirect Scope 3 GHG emissions for the year 2023?,yes,yes,True
70,"In descending order, what are the amounts of metric tons of the two types of non-hazardous waste management methods associated with the largest amounts of waste generated in 2023?","105593.0, 6871","105593.00, 6871.00",True
71,Is the amount of generated hazardous waste higher than the amount of hazardous waste channeled according to Schneider electric in 2020?,yes,no,False
72,What is the minimum amount of hazardous waste generated in metric tons by the company from 2020 to 2023?,7573,7573.00,True
73,"What are the amounts of non-hazardous waste generated and then recycled in metric tons for the years 2020, 2021, 2022, 2023, ranked in ascending order?","105593.0, 111567.0, 113211.0, 115550.0","117607.00, 115550.00, 123311.00, 111567.00, 128267.00, 105593.00, 116566.00, 105593.00",False
74,What was the highest amount of hazardous waste channeled according to Schneider Electric in metric tons from the years 2020 to 2023?,8549,8549.00,True
75,Is the value of non-hazardous waste reduction reported in metric tons in 2023 higher than in 2020?,yes,yes,True
76,What are the two highest values of hazardous waste generated per million euros in the years 2021 and 2022 in ascending order?,"0.24, 0.3","0.24, 0.30",True
77,"In 2021, is the total amount of generated hazardous waste higher than the amount of non-hazardous?",no,no,True
78,What are the amounts of hazardous and non hazardous waste generated in 2021 in ascending order?,"8549, 128267","7573.00, 128267.00",False
79,Is the amount of hazardous waste generated in metric tons in 2021 lower than in 2020?,no,no,True
80,What was the highest amount of non-hazardous waste generated that was reused or recycled from the years 2020 to 2023?,115550,115550.00,True
81,Is the value of non-hazardous waste reduction reported in metric tons for the year 2023 higher than the one reported in 2021?,yes,no,False
82,"What are the top four values of hazardous waste generated per million euros in 2023, 2022, 2021 and 2020, ranked in descending order?","0.3, 0.3, 0.24, 0.21","4.73, 4.98, 3.84, 3.46",False
83,"What are the numbers of 'Waste-to-Resource' sites reported for the years 2020, 2021, 2022, and 2023, ranked in ascending order?","120.0, 126.0, 127.0, 137.0","120, 126, 127, 137",True
84,Is the value of hazardous waste generated lower than the amount of hazardous waste channeled according to Schneider in the year 2020?,no,yes,False
85,"In 2022, is the amount, in metric tons, of non-hazardous waste incinerated with energy recovery higher than the non-hazardous waste incinerated without energy recovery or landfilled?",yes,yes,True
86,Is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil/gas activities greater than the intensity of emissions on equity basis Upstream oil/gas activities for the year 2023?,no,no,True
87,What are the lowest two amounts of intensity emissions in 2022 in descending order in kg CO2e?,"19, 17","19.00, 17.00",True
88,Is the intensity of GHG emissions (Scope 1+2) of upstream oil & gas activities on an equity basis in 2023 greater than the same metric in 2022?,no,no,True
89,Is the intensity of GHG emissions (Scope 1+2) of operated upstream oil & gas activities lower than the intensity of GHG emissions (Scope 1+2) of upstream oil & gas activities on an equity basis for the year 2022?,yes,no,False
90,"What is the minimum intensity of GHG emissions (Scope 1+2) of upstream oil and gas activities on an equity basis (kg CO2e/boe) for the years 2023, 2022, and 2021?",18,"18.00, 19.00, 19.00",False
91,What are the three lowest values of methane emissions intensity from operated oil and gas activities over the years 2021 to 2023 in ascending order?,"0.11, 0.11, 0.13","0.10, 0.10, 0.11",False
92,"What is the maximum intensity of methane emissions from operated oil and gas facilities (Upstream) recorded in the years 2023, 2022, 2021, and 2015?",0.23,0.23,True
93,Is the intensity of methane emissions from operated oil and gas facilities (Upstream) in 2021 greater than in 2023?,yes,no,False
94,Is the intensity of GHG emissions (Scope 1+2) of upstream oil & gas activities on an equity basis for the years 2021 smaller than in 2022?,no,no,True
95,"What is the minimum intensity of methane emissions from operated oil and gas facilities (Upstream) in the years 2023, 2022, 2021, and 2015?",0.11,"0.11, 0.11, 0.13, 0.23",False
96,"What are the four values of methane emissions intensity from operated oil and gas activities for the years 2015, 2021, 2022, and 2023, ranked in descending order?","0.23, 0.13, 0.11, 0.11","0.23, 0.13, 0.11, 0.11",True
97,"What are the top three values of the intensity of methane emissions from operated oil and gas activities for the years 2015, 2021, and 2023, ranked in descending order?","0.23, 0.13, 0.11","0.23, 0.13, 0.11",True
98,Is the net primary energy consumption (in TWh) recorded in the year 2022 higher than the one recorder in 2023?,yes,no,False
99,"What are the top two values of renewable energy consumption (TWh) for the years 2023, 2020, 2021, and 2022 when ranked in descending order?","2.0, 1.0","33.00, 2.00",False
100,Is the value of net primary energy consumption in TWh in 2021 lower than in 2023?,yes,yes,True
101,"In 2020, in descending order, what are the two values associated with sites with an auditable energy management system and sites with annual consumption > 50 ktoe?","42, 26","42.00, 26.00",True
102,Is the value of LNG sales lower than the production of biofuels in Mt in 2022?,no,no,True
103,"What is the minimum number of operated sites with annual consumption greater than 50 ktoe in the years 2020, 2021, 2022, and 2023?",42,"42.00, 46.00, 46.00, 43.00",False
104,What are the four lowest values of the Global Energy Efficiency Indicator (GEEI) from the years 2019 to 2023 in ascending order?,"85.1, 86.4, 87.0, 88.0","85.10, 86.40, 87.00, 88.00",True
105,What was the maximum value of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2023?,90.8,90.80,True
106,Is the value of the Global Energy Efficiency Indicator (GEEI) in 2019 higher than the one in 2020?,no,no,True
107,What are the two highest values in descending order of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2022?,"90.8, 90.2","90.80, 90.20",True
108,Is the value of the Global Energy Efficiency Indicator (GEEI) in 2015 lower than in 2019?,no,yes,False
109,"What are the values of net primary energy consumption (TWh) from 2015 to 2023, ranked in ascending order?","147.0, 148.0, 153.0, 157.0, 160.0, 166.0","147.00, 148.00, 153.00, 157.00, 160.00, 166.00",True
110,Is the number of operated sites with annual consumption greater than 50 ktoe in 2020 lower than in 2021?,yes,yes,True
111,What is the minimum value of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2023?,85.1,85.10,True
112,Is the value of the Global Energy Efficiency Indicator (GEEI) for the years 2020 higher than the one in 2021?,yes,no,False
113,What are the amounts of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2023 when ranked in descending order?,"90.8, 90.2, 88.0, 87.0, 86.4, 85.1","90.80, 90.20, 88.00, 87.00, 86.40, 85.10",True
114,"What are the values of the Global Energy Efficiency Indicator (GEEI) from 2015 to 2023, ranked in ascending order, considering only the years 2015, 2019, 2020, 2021, 2022, and 2023?","85.1, 86.4, 87.0, 88.0, 90.2, 90.8","85.10, 86.40, 87.00, 88.00, 90.20, 90.80",True
115,"What are the three values of particulate matter emissions, SO2 emissions, and NOx emissions for the year 2021 in ascending order?","3.8, 16.0, 58.0","3.80, 16.00, 59.00",False
116,What is the maximum offshore continuous water discharge of hydrocarbon content recorded from 2019 to 2023?,13.7,13.70,True
117,What is the minimum percentage of sites that met the target for offshore discharges quality (30 mg/l) from 2019 to 2023?,92,92.00,True
118,Is the value of onshore continuous water discharge of hydrocarbon content in mg/l in 2020 higher than in 2022?,yes,no,False
119,Is the amount of fresh water withdrawals excluding open loop cooling water lower than the amount of fresh water withdrawal in water stress area for the year 2021?,no,yes,False
120,Is the amount of NOx emissions in 2021 smaller than the amount of NMVOC emissions in 2021?,no,yes,False
121,What are the three lowest values of offshore continuous water discharges measured in mg/l from 2020 to 2023 in ascending order?,"11.6, 12.8, 12.9","11.60, 12.80, 12.90",True
122,What is the maximum percentage of sites that met the target for offshore discharges quality (30 mg/l) from 2019 to 2023?,100,"100.00, 100.00, 92.00, 93.00, 92.00",False
123,Is the value of onshore continuous water discharges in 2019 greater than in 2022?,no,no,True
124,"What are the two values of the lifecycle carbon intensity of energy products in 2023 and 2022, ranked in descending order?","88.0, 87.0","88.00, 87.00",True
125,Is the intensity of GHG emissions (Scope 1+2) of operated upstream oil and gas activities in 2023 lower than in 2015?,yes,yes,True
126,"What are the ranked values of the intensity of GHG emissions (Scope 1+2) of operated upstream facilities for the years 2023, 2022, 2021, and the base year 2015, when the values are sorted in ascending order?","17.0, 17.0, 17.0, 21.0","17.00, 17.00, 17.00, 21.00",True
127,"What is the minimum value of indirect GHG emissions in Mt CO2e for the year 2015 among the categories ""of which Europe: EU 27 + Norway + UK + Switzerland,"" ""Oil,"" and ""Gas""?",60,60.00,True
128,"What are the two highest values of other indirect GHG emissions in Mt CO2e for the year 2023 from the categories Gas, Oil, and Biofuels in decreasing order?","227, 124","227.00, 124.00",True
129,"What is the maximum value of other indirect GHG emissions in Mt CO2e for the year 2015 among Biofuels, Europe (EU 27 + Norway + UK + Switzerland), and Gas?",256,410.00,False
130,"What are the top three values of other indirect GHG emissions in 2022 from the rows ""Biofuels"" ""Oil,"" and ""Europe: EU 27 + Norway + UK + Switzerland,"" ranked in descending order?","254, 191, 4","254.00, 191.00, 4.00",True
131,Is the value of Scope 3 emissions in 2015 lower than the oil emissions in the same year?,no,no,True
132,"What are the top three values from the 2015 column for the rows ""Scope 3,"" ""Oil,"" and ""Gas"" ranked in descending order?","410.0, 350.0, 60.0","410.00, 350.00, 60.00",True
133,"What are the highest two values of the GHG emissions from gas in the years 2023, 2022, 2021, 2015 when ranked in descending order?","130, 124","124.00, 130.00",False
134,What are the two lowest values between gas emissions and petroleum products emissions for the year 2015 in ascending order?,"60.0, 350.0","60.00, 350.00",True
135,"What are the top four values of indirect GHG emissions from gas in the years 2023, 2022, 2021 and 2015, when ranked in descending order?","130.0, 124.0, 115.0, 60.0","410.00, 400.00, 389.00, 355.00",False
136,Is the value of the indirect GHG emissions from gas in 2015 lower than the one in 2022?,yes,yes,True
137,"What are the four values of indirect GHG emissions from gas for the years 2015, 2021, 2022, and 2023 in ascending order?","60.0, 115.0, 124.0, 130.0","60.00, 115.00, 124.00, 130.00",True
138,"What is the maximum value of indirect GHG emissions in Mt CO2e for the year 2015 between the emissions from Europe (EU 27 + Norway + UK + Switzerland), and emissions from petroleum products?",350,350.00,True
139,"What is the maximum value of indirect GHG emissions in Mt CO2e for the year 2015 among the categories ""of which Europe: EU 27 + Norway + UK + Switzerland,"" ""Petroleum products,"" and ""Gas""?",350,410.00,False
140,"What is the maximum value of indirect GHG emissions in Mt CO2e for the year 2015 among Petroleum products, and Gas?",350,350.00,True
141,Is the value of indirect european GHG emissions in Mt CO2e for the year 2019 higher than the amount of petroleum products emissions in the same year?,no,no,True
142,"In ascending order, what are the four lowest values of indirect GHG emissions in Mt CO2e for the year 2023 from the categories “Biofuels”, ""Gas,"" ""of which Europe: EU 27 + Norway + UK + Switzerland,"" and ""Petroleum products""?","4.0, 124.0, 216.0, 227.0","4.00, 216.00, 227.00, 355.00",False
143,What are the two values of indirect GHG emissions in Mt CO2e for the year 2023 between gas and biofuels in increasing order?,"4.0, 124.0","4.00, 124.00",True
144,Is the value of indirect GHG gas emissions greater than the emissions due to petroleum products in 2019?,no,no,True
145,"What is the minimum value of indirect GHG emissions in Mt CO2e for the year 2015 among Europe emissions, petroleum emissions and gas emissions?",60,60.00,True
146,"What is the maximum value of indirect GHG emissions in Mt CO2e for the year 2023 among Europe emissions, petroleum emissions, gas emissions and biofuels emissions?",227,355.00,False
147,Is the value of the indirect european GHG emissions greater than the amount of gas emissions in 2019?,yes,no,False
148,Is the amount of indirect GHG biofuel emissions smaller than the amount of gas emissions in 2022?,yes,yes,True
149,"In decreasing order, what are the top six ranked estimates of indirect GHG emissions (in Mt CO2e) for the categories of fuel and energy related activities, upstream transportation, downstream transportation, end of life treatment, upstream leased assets, and processing of sold products for the year 2022?","11.0, 9.0, 6.0, 3.0, 1.0, 0.0","389.00, 30.00, 11.00, 10.00, 9.00, 6.00",False
150,Is the estimate of indirect GHG emissions in Mt CO2e from capital goods lower than the estimate for fuel/energy related activities in the year 2023?,yes,yes,True
151,Is the estimate of indirect GHG emissions from fuel/energy related activities for the year 2022 lower than in 2023?,yes,no,False
152,What are the two estimates of indirect GHG emissions for upstream transportation between 2022 and 2023 in increasing order?,"8.0, 9.0","8.00, 9.00",True
153,"Is the estimate of indirect GHG emissions for the category ""upstream leased assets"" in the year 2022 lower than in 2023?",no,no,True
154,"What is the minimum estimate of indirect GHG emissions in Mt CO2e for the year 2022 among purchased goods and services, fuel-and-energy-related activities, upstream transportation, upstream leased assets, processing of sold products, and end of life treatment of sold products?",0,0.00,True
155,What are the highest 5 estimates of MtCO2e in increasing order in 2023?,"5, 8, 10, 27, 355","3.00, 4.00, 8.00, 10.00, 355.00",False
156,Is the value of indirect GHG emissions in Mt CO2e for end of life treatment emissions greater than the value of the processing of sold products emissions in the year 2023?,yes,no,False
157,What are the two values of indirect GHG emissions in Mt CO2e for end of life treatment of sold products and upstream transportation in 2022 in decreasing order?,"11.0, 9.0","11.00, 9.00",True
158,Is the estimate of indirect GHG emissions from upstream transportation in Mt CO2e for the year 2022 higher than in 2023?,yes,yes,True
159,Is the value of the indirect GHG emissions in 2022 from downstream transportation lower than from upstream transportation?,yes,yes,True
160,Is the value in Mt CO2e of the indirect GHG emissions for end of life treatment of sold products higher than for generated waste for the year 2023?,yes,no,False
161,What are the two values of hazardous waste and non-hazardous waste processed in kilotonnes in 2019 when ranked in ascending order?,"288.0, 375.0","288.00, 375.00",True
162,Is the value of the total volume of processed waste in 2020 greater than the hazardous waste in 2020?,yes,no,False
163,What is the minimum volume of non-hazardous waste processed by the company from 2019 to 2023?,303,303.00,True
164,What are the three smallest values of hazardous waste processed in the years 2019 to 2022 in increasing order?,"165.0, 176.0, 198.0","165.00, 176.00, 198.00",True
165,What was the highest volume of non-hazardous waste processed by the company in the years 2019 to 2023?,375,375.00,True
166,Is the amount of hazardous waste processed in kilotons in 2022 higher than in 2023?,no,no,True
167,Is the volume of waste processed in 2019 for non-hazardous waste greater than for hazardous waste?,yes,yes,True
168,Is the value of the processed volume of non hazardous waste in 2020 smaller than the amount of hazardous waste in 2020?,no,yes,False
169,Is the value of the processed volume of non hazardous waste greater than the hazardous waste in the year 2021?,yes,yes,True
170,"What are the two values of processed waste in increasing order in 2023, specifically for hazardous waste and non-hazardous waste?","202.0, 319.0","202.00, 319.00",True
171,Is the volume of non-hazardous waste processed in the year 2019 smaller than the volume processed in 2022?,no,yes,False
172,What was the highest volume of hazardous waste processed by the company in the years from 2019 to 2023?,288,662.00,False
173,What is the minimum volume of non-hazardous waste processed by the company from 2019 to 2023?,303,303.00,True
174,Is the amount of hazardous waste processed in kilotons for the year 2020 higher than for 2023?,no,no,True
175,"What are the lowest three values of energy consumption (Scopes 1 and 2) from the years 2019, 2021, and 2023 in increasing order?","26199.0, 30486.0, 35056.0","26199.00, 30486.00, 35056.00",True
176,"What are the top three percentages of logistic emissions from the years 2019, 2021, and the latest available year, ranked in descending order?","39.36, 33.27, 33.2","39.36, 36.59, 33.27",False
177,"What is the maximum energy consumption (in million kWh) recorded in the years 2019, 2021, and 2023?",35056,"35056.00, 30486.00, 30486.00",False
178,What are the top two values of energy consumption (MWh) for the years 2022 and 2023 in decreasing order?,"82766.0, 71218.0","82766.00, 71218.00",True
179,Is the energy consumption in MWh for the year 2022 lower than for 2023?,no,yes,False
180,Is the quantity of carbon credits acquired during the year in 2022 lower than in 2023?,yes,no,False
181,"What are the energy consumption values in MWh for the years 2023 and 2022, ranked in ascending order?","71218.0, 82766.0","71218.00, 82766.00",True
182,What is the lowest carbon intensity in millions of euros of revenue IFRS reported in the years 2023 and 2022?,31.2,"31.20, 31.40",False
183,Is the carbon intensity per employee (tCO2eq/employee) in 2023 greater than in 2022?,no,no,True
184,What are the top two values for carbon intensity per employee (tCO2eq/employee) from the years 2022 and 2023 when ranked in descending order?,"8.2, 8.1","8.2, 8.1",True
185,"What are the quantities of carbon credits acquired during the years 2022 and 2023, ranked in ascending order?","671.0, 673.0","671.00, 673.00",True
186,Is the quantity of carbon credits acquired during the year 2023 greater than in 2022?,yes,yes,True
187,Is the quantity of carbon credits acquired during the year in 2022 lower than in 2023?,yes,no,False
188,Is the total weight of waste (in tons) for the year 2022 higher than for the year 2023?,yes,no,False
189,"What are the weights of ordinary waste in tons for the year 2022 and 2023, ranked in descending order?","1274.0, 874.0","874.00, 1274.00",False
190,Is the weight of electrical waste in tons recorded in the year 2022 smaller than the weight recorded in 2023?,yes,yes,True
191,"What are the weights of electrical waste in tons for the years 2022 and 2023, ranked in ascending order?","47.5, 57.3","47.50, 57.30",True
192,What is the maximum weight of collected electric waste in tons reported for the years 2019 to 2023?,57.3,"57.30, 47.50, 24.30, 38.90",False
193,Is the weight of collected electric waste smaller than the weight of ordinary waste in tons reported for the year 2023?,yes,yes,True
194,What is the highest value of CO2 emissions between different business lines in 2023?,7.9,82.60,False
195,What is the lowest value of CO2 emissions between different business lines in 2023?,0.2,0.20,True
196,What is the highest energy consumption by source in 2021?,353640,450860.00,False
197,Is the value of market based greater than location based CO2 emissions from external electrical power and thermal energy production per tonne of cementitious material in 2023?,yes,no,False
198,Is the amount of absolute energy consumption in TJ of cement higher than the amount of energy consumption due to clinker production in 2022?,yes,no,False
199,Is the value of net absolute CO2 emissions (Scope 1) lower than the gross absolute CO2 emissions recorded in 2022?,yes,yes,True
200,What has been the raw highest change for water related indicators?,-9.3,"-9.30, -12.20, -13.20",False
201,Is the value for water intensity in 2023 lower than in 2022?,yes,yes,True
202,What are the two highest values of group total consumption of energy and total indirect consumption of energy in 2023 in descending order?,"14715.0, 377.0","14715.00, 14334.00",False
203,"What is the minimum fully consolidated consumption of energy (in TJ) for the years 2021, 2022 and 2023?",13691,"14092.00, 16041.00, 13325.00",False
204,"What are the energy intensity percentages from renewable sources for group and fully consolidated scenarios in 2023, ranked in ascending order?","9.76, 9.92","9.76, 9.92",True
205,"What is the maximum energy intensity (in TJ/€mln) recorded in the years 2021, 2022, and 2023?",2.1,2.10,True
206,Is the group total direct consumption of energy (in TJ) for the year 2022 greater than the year 2023?,yes,no,False
207,"Independently of group or full consolidated total, what are the top five values of total indirect consumption of energy (in TJ) from the years 2021 to 2023, ranked in descending order?","696.0, 692.0, 380.0, 377.0, 366.0","696.00, 692.00, 377.00, 366.00, 351.00",False
208,Is the fully consolidated total consumption of energy (in TJ) in the year 2022 lower than the year 2023?,no,yes,False
209,"What is the minimum value between total, direct and indirect consumption of energy of the group in 2022?",696,696.00,True
210,"In 2023, what are the top three values obtained from ranking the total consumption of energy, total direct consumption of energy, and total indirect consumption of energy in descending order for the group?","14715.0, 14334.0, 377.0","14715.00, 14334.00, 377.00",True
211,Is the consumption of fully consolidated energy in TJ in 2023 lower than in 2021?,no,no,True
212,Is the percentage of group energy from renewable sources higher than full consolidated energy from renewable sources in 2023?,no,no,True
213,"What is the minimum energy intensity (in TJ/€mln) recorded in the years 2021, 2022, and 2023?",1.2,"1.20, 1.70, 2.10",False
214,Is the value of the group total direct consumption of energy greater than the value of the group total indirect consumption of energy for the year 2021?,yes,yes,True
215,"What is the maximum energy intensity (in TJ/€mln) recorded between the years 2021, 2022, 2023?",2.1,2.10,True
216,Is the value of the total indirect consumption of energy in 2023 lower than the electricity consumed from renewable sources in 2023 for the group?,no,no,True
217,What is the minimum amount of fully consolidated electricity consumed from the grid (in MWh) across the years 2021 to 2023?,35329,35427.00,False
218,"In increasing order, what are the three smallest values of fully consolidated electricity self-produced from renewable sources (in MWh) for the years 2021, 2022, and 2023?","298.9, 365.2, 384.3","298.90, 365.20, 384.30",True
