index,question,value,response,correct
64,What is the percentage of GHG emissions derived from petroleum products in 2020 compared to all scope 3 emissions?,80,0.725718,False
65,What is the sum of the indirect GHG emissions from Europe in Mt CO2e for the years 2022 and 2023?,407,"<191.0>, <216.0>",False
66,What is the average reduction of indirect GHG emissions from petroleum products in the last 3 years?,27,-9.0,False
67,What is the average of the indirect GHG emissions from biofuels in 2022 and 2023?,4,4.0,True
68,What is the difference in indirect GHG emissions from petroleum products compared to gas in the year 2023?,103,-35,False
69,What is the sum of the hazardous and non-hazardous waste for the year 2021?,500,393,False
70,What is the average volume of non-hazardous waste processed by the company from 2019 to 2023?,330.8,347.272727,False
71,What is the increase in the volume of hazardous waste from 2022 to 2023?,26,"<176.0>, <202.0>",False
72,What is the total volume of hazardous waste processed by the company from 2019 to 2023?,1029,"<288.0>, <198.0>, <165.0>, <202.0>",False
73,"What is the total GHG emissions intensity for 2022, combining operated upstream oil and gas activities and equity-based upstream oil and gas activities?",36,17.0,False
74,What is the average intensity of GHG emissions of operated upstream oil and gas activities and on equity basis for the year 2023?,17.5,"<17.0>, <18.0>",False
75,What is the difference between the GHG emissions of operated upstream oil and gas activities and the those from upstream oil and gas activities on an equity basis for the year 2022?,-2,<17.0,False
76,What is the percentage increase in the GHG emissions of operated upstream oil & gas activities from 2021 to 2015?,23.53,"<0.036742>, <0.036742>, <0.036742>, <0.036742>",False
77,What is the average intensity of GHG emissions of upstream oil & gas activities on an equity basis for the years 2021 and 2023?,18.5,18.5,True
78,What is the difference between the intensity of methane emissions from operated oil and gas facilities in 2023 and 2022?,0,"<0.02>, <0.02>",False
79,What is the percentage reduction in the intensity of methane emissions from operated oil and gas facilities when comparing the values from 2015 to 2023?,52.17,"<0.11>, <0.1>",False
80,What is the sum of the intensity of methane emissions from operated oil and gas facilities in 2021 and 2022?,0.24,"<0.23>, <0.11>",False
81,What is the sum of the net primary energy consumption in TWh for the years 2021 and 2022?,314,147.0,False
82,What is the percentage increment in renewable energy consumption from 2020 to 2023?,50,9.0,False
83,What is the difference in net primary energy consumption (TWh) from 2023 and 2021?,9,-1.0,False
84,What is the difference in the Global Energy Efficiency Indicator from the year 2020 to 2022?,5.1,-3.3,False
85,What is the percentage change in the Global Energy Efficiency Indicator (GEEI) from 2021 to 2022?,-2.18,-0.1,False
86,What is the average of the Global Energy Efficiency Indicator values for the years 2020 and 2021?,88.6,87.5,False
87,What is the percentage reduction in the Global Energy Efficiency Indicator from 2015 to 2019?,3.08,3,False
88,What is the average of the fresh water withdrawals excluding open loop cooling water and the fresh water withdrawal in water stress area for the year 2021?,77.5,101.0,False
89,What is the difference in kt between the NOx and NMVOC emissions in 2021?,1,10,False
90,What is the percentage reduction in offshore continuous water with hydrocarbon content from 2019 to 2020?,1.54,1.139438,False
91,What is the percentage increase in the number of sites that meet the target for offshore discharges quality (30 mg/l) from 2019 to 2021?,-8,"<11.6>, <12.9>",False
92,What is the sum of the onshore continuous water with hydrocarbon content for the years 2019 and 2022?,3.5,2.6,False
93,What is the percentage reduction in the lifecycle carbon intensity of energy products used by customers from 2022 to 2023?,1.14,-0.1,False
94,What is the difference between the intensity of GHG emissions of operated upstream oil and gas activities from 2015 to 2023?,4,"<5>, <17>, <17>, <21>",False
95,What is the average of the other indirect GHG emissions in Mt CO2e from oil and gas in the year 2015?,205,350.0,False
96,What is the difference between the GHG emissions from oil and gas in 2015?,290,146,False
97,What is the difference between the amount of indirect GHG emissions from gas and those from biofuels in 2022 (in Mt CO2e)?,126,16,False
98,What is the sum of indirect GHG emissions in Mt CO2e derived from petroleum products and gas in the year 2015?,351,350.0,False
99,What is the difference in total indirect GHG emissions compared to the indirect GHG emissions produced in Europe in 2015?,154,39,False
100,What is the percentage increase in indirect GHG emissions from gas products when comparing the values for the year 2023 to those from 2015?,106.67,-0.135485,False
101,What is the difference in indirect GHG emissions from gas between the years 2022 and 2015?,70,-65,False
102,What is the difference in indirect GHG emissions from petroleum products in 2015 compared to gas emissions in the same year?,290,21,False
103,"What is the total estimated energy consumption by source in MWh for the year 2023, calculated by summing the values for grid electricity, purchased renewable electricity, district heating, fuel oil, gas, and coal?",189522,923799.0,False
104,What is the percentage reduction in grid electricity consumption from 2022 to 2023?,13.68,-0.102448,False
105,"What is the average of the measured renewable electricity generated on site and sold back to the grid for the years 2023, 2022, and 2021?","2,594",2734.0,False
106,What is the reduction in grid electricity consumption from 2021 to 2022?,41701,-148720.0,False
107,What is the percentage increase in measured renewable electricity generated from 2021 to 2023?,15.72,0.093939,False
108,What is the reduction in estimated total energy consumption from 2022 to 2023?,76949,-1836,False
109,What is the percentage reduction when comparing the estimated total energy consumption from non-renewable sources in 2022 to that in 2023?,18.65,4.5,False
110,"What is the total measured energy consumption from all sources in MWh for the year 2023, calculated by summing the values related to grid electricity, purchased renewable electricity and self generated renewable electricity?",716398,82590.0,False
111,What is the average estimated total energy consumption from renewable sources in MWh for the years 2023 and 2022?,697753.5,707033.0,False
112,"What is the sum of the total water withdrawals (other than for cooling) for the years 2020, 2021, 2022, and 2023?",7821054,1928032.0,False
113,What is the percentage reduction in groundwater water withdrawals from 2021 to 2022?,4.15,-51.0,False
114,What is the difference in water withdrawals from third party sources from the year 2021 to 2023?,130229,-1377377.0,False
115,What is the average of the surface water and groudwater withdrawals for the year 2020?,235031.5,1928032.0,False
116,What is the difference in total water withdrawals (other than for cooling) and those for cooling in 2023?,1085779,472199.0,False
117,What is the average between the total water withdrawals (other than for cooling) and those for cooling in 2020?,1354116.5,1928032.0,False
118,What is the average of the direct and indirect (scope 2) GHG emissions in 2023?,101116,245247.0,False
119,What is the difference between scope 3 and scope 2 indirect GHG emissions in 2022?,60678819,56777964.0,False
120,What is the sum of the direct and scope 3 indirect GHG emissions for the year 2023?,56890756,293832.0,False
121,What is the percentage reduction of the direct GHG emissions in 2023 compared to the previous year?,6,-31.2,False
122,What is the difference between the total scope 2 GHG emissions in 2022 and those related to grid electricity only?,60056,7921,False
123,What is the average of the direct GHG emissions in TCO2e for the years 2020 to 2023?,127590,142388.0,False
124,What is the difference between the direct (scope 1) GHG emissions from the year 2020 to 2021?,1670,140718.0,False
125,What is the percentage reduction in direct GHG emissions from the year 2020 to 2023?,20.78545945,-31.2,False
126,What is the sum of SF GHG emissions for the years 2022 and 2023?,8660,204546,False
127,What is the reduction in energy indirect (Scope 2) GHG emissions from 2020 to 2023?,55767,-11.6,False
128,What is the percentage reduction of grid electricity (market-based) indirect GHG emissions from 2020 to 2022?,29.18,-11.60,False
129,"What is the sum of indirect emissions (scope 2) from renewable electricity (market-based) in TCO2e for the years 2023, 2022, 2021, and 2020?",2098,0.0,False
130,What is the percentage increase of the indirect emissions from district heating from the year 2020 to 2021?,27.39,14714.0,False
131,What is the difference between the estimated scope 2 GHG emissions of sites out of reporting perimeter in 2021 and those in 2023?,28047,-67361,False
132,"What is the average of the direct GHG emissions, scope 2 and scope 3 indirect emissions for the year 2023?",56980196,214727,False
133,"What is the average of the measured renewable electricity generated in MWh for the years 2023, 2022, and 2021?",2593.67,2734.0,False
134,What is the increase in energy consumption from grid electricity between the years 2022 and 2023?,-14640,"<11146>, <92379.0>, <107019.0>",False
135,"What is the total estimated energy consumption in MWh for the year 2023, calculated by summing the values of grid electricity, purchased renewable electricity, district heating, fuel oil, gas, and coal?",189522,193634,False
136,What is the percentage increase of measured renewable electricity generated from 2021 to 2023?,15.72,0.036776,False
137,"What is the reduction in grid electricity consumption from 2021 to 2022, given the values of 148720 MWh in 2021 and 107019 MWh in 2022?",41701,-3171,False
138,What is the percentage increase in measured renewable electricity generated from 2022 to 2023?,30.8,0.030968,False
139,What is the sum of the self-generated renewable electricity measured in MWh for the years 2022 and 2023?,0,nan,False
140,What percentage of total estimated energy consumption in 2023 came from renewable sources?,62.89,62.9,False
141,What is the difference of estimated energy consumption between renewable source and non-renewable source in 2021?,15083,707033.0,False
142,"What is the average energy consumption from grid electricity, purchased renewable electricity, self-generated renewable electricity, district heating, fuel oil, gas, and renewable fuel and heat for the year 2023?",229673.09,151307,False
143,What is the difference between purchased renewable electricity and self-generated renewable electricity in 2022?,568132,57652,False
144,What is the percentage reduction in estimated total energy consumption from 2020 to 2023?,7.6,1.802041,False
145,What is the average of the surface water withdrawals (other than for cooling) for the years 2023 and 2022?,16106.5,1899190.0,False
146,What is the increase in groundwater withdrawals (other than for cooling) from the year 2020 to 2022?,39706,492308.0,False
147,What is the sum of the water withdrawals from third party sources for the years 2021 and 2020?,2953997,1507606.0,False
148,What is the sum of surface and ground water withdrawals in 2020?,470063,1928032.0,False
149,What percentage of water withdrawals comes from surface water 2023?,0.93,83.655556,False
150,What is the difference between total water withdrawals and withdrawals from areas with water stress in 2021?,1141660,19557,False
151,What is the average water withdrawal for cooling and non-cooling purposes in 2021?,1475932.5,1928032.0,False
152,What is the difference between total and indirect (Scope 2) GHG emissions in 2023?,112792,17.4023,False
153,What is the difference between total direct GHG emissions and emissions from gas in 2022?,72176,-38968.0,False
154,What is the average of GHG emissions related to fuel oil and gas in 2020?,28324,52197.0,False
155,What is the sum of SF emissions and emissions produces by vehicle fleet in 2023?,65546,414546,False
156,What is the sum of market-based GHG emissions related to frid electricity and renewable electricity in 2020?,70839,70145.0,False
157,What is the percentage reduction in direct gas-related GHG emissions from 2021 to 2022?,16.74,-22.0,False
158,What is the reduction of SF direct emissions from 2020 to 2022?,2681,-31.2,False
159,What is the percentage decrease in vehicle fleet GHG emissions from the year 2020 to 2023?,16.03,-17.4,False
160,What is the average SF emissions for the years 2022 and 2020?,5946.5,4054.0,False
161,What is the reduction in Energy indirect (Scope 2) GHG emissions from 2022 to 2023?,20290,-17.4,False
162,What is the percentage decrease in indirect GHG emissions for grid electricity from 2022 to 2023?,20.53,-0.072795,False
163,What is the average of indirect GHG emissions from renewable electricity (market-based) for the years 2021 and 2022?,702,701.0,False
164,What is the increase in indirect GHG emissions for district heating from the year 2020 to 2021?,3164,4726,False
165,What is the sum of Scope 2 GHG emissions of sites out of reporting perimeter for the years 2023 and 2022?,93956,153115.0,False
166,What is the difference between scope 3 and scope 2 GHG emissions in 2023?,56688524,174023,False
167,What is the difference between non-hazardous waste and non-hazardous waste reused or recycled in 2023?,10973,"<110413>, <105593>",False
168,What is the total amount of non-hazardous waste reused or recycled and incinerated with energy recovery in 2022?,118286,111567.0,False
169,What is the percentage increase in hazardous waste generated from the year 2020 to 2021?,10.11,3.333333,False
170,What is the reduction in reused or recycled non-hazardous waste generated from 2022 to 2023?,5974,-0.134389,False
171,What is the percentage decrease in hazardous waste channeled according to Schneider Electric expectations from 2022 to 2023?,6.4,-50,False
172,What is the average of non-hazardous waste reduction in metric tons for the years 2023 and 2021?,17382.5,13667.0,False
173,What is the reduction in the hazardous waste generated per million euros of turnover from 2021 to 2022?,0.06,-0.3,False
174,"What is the sum of 'waste-to-resource' sites for the years 2023, 2022, 2021, and 2020?",510,127.0,False
175,What is the average of hazardous and non-hazardous waste generated in 2020?,62646,125292.0,False
176,What is the difference between non-hazardous waste incinerated with and without energy recovery in 2021?,1211,5753,False
177,What is the difference between metric of tons for total waste and hazardous waste in 2021?,128267,1865,False
178,"What is the average amount of non-hazardous waste generated, by distinguish between recycled and incinerated waste (with and without energy recovery) for the year 2022?",41103.67,123311.0,False
179,What is the difference between the total waste generated in 2022 and the non-hazardous waste generated in the same year?,80.91,5753.0,False
180,What is the average of hazardous waste generated in tons from 2020 to 2023?,7974.5,7685.0,False
181,What is the percentage reduction of recycled non-hazardous waste from the year 2020 to 2023?,6.73,1.139431,False
182,What is the percentage increase in hazardous waste (channeled according to Schneider Electric expectations) from 2020 to 2022?,5.53,306-5,False
183,What is the sum of non-hazardous waste generated in tons from 2020 to 2023?,54435,125292.0,False
184,What is the percentage reduction in hazardous waste generated per million of revenue from 2020 to 2023?,30,-30.0,True
185,What is the sum of non-hazardous waste recycled and incinerated with energy recovery in the year 2021?,122514,115550.0,False
186,"What is the average hazardous waste intensity reduction obtained in the years 2020, 2021, 2022 and 2023 against 2017?",37.75,-27.0,False
187,"What is the sum of non-hazardous waste recycled, incinerated with and without energy recovery for the year 2022?",123311,111567.0,False
188,What is the average percentage of clothes made from recycled polyester and with sustainable cotton in 2023?,99.5,94.444444,False
189,What is the percentage increase of clothes made from recycled polyester from 2021 to 2023?,8.79,"<1>, <2>, <3>",False
190,What is the average percentage of more sustainable cotton sourced and the percentage of recycled polyester apparel footwear in 2021?,95.5,"<91.0>, <96.0>",False
191,"What is the sum of CO2e emissions (scope 1 and scope 2) in own operations for the years 2021, 2022, and 2023?",466796,138411.0,False
192,What is the percentage increase of CO2 emissions from 2021 to 2023?,18.66,1.061066,False
193,What is the total number of pairs of shoes produced containing 'Parley Ocean Plastic' from 2021 to 2023?,45,"<17m>, <2m>",False
194,What is the reduction of the number of pairs of shoes produced containing 'Parley Ocean Plastic' from 2022 to 2023?,24,"<1>, <26>, <17.0",False
195,What is the difference between the energy consumption for the entire cement line and the amount related to clicker production only in 2022?,28033,-110650,False
196,What is the sum of absolute CO2 emissions from external electrical power and thermal energy production (both market and location based) generated in 2023 (in million of tonnes)?,8.9,4.5,False
197,What is the average water usage in cubic meters in the last 2 years?,454863.5,451730.0,False
198,"What is the increase in energy consumption from 2021 to 2023, measured in million kWh?",4570,11493.0,False
199,What is the percentage increase in logistics-related GHG emissions from 2019 to 2021?,18.55,0.077449,False
200,What is the percentage reduction in energy consumption (MWh) from 2022 to 2023?,13.95,-2136,False
201,What is the difference in energy consumption (MWh) from 2022 to 2023?,11548,1265,False
202,What is the average quantity of carbon credits acquired during the year for 2022 and 2023?,672,671.0,False
203,What is the sum of the carbon intensity per employee in tonnes of CO2eq for the years 2023 and 2022?,16.3,8.1,False
204,What is the percentage reduction in carbon intensity per employee in tonnes of CO2eq from 2022 to 2023?,1.22,-0.1,False
205,What is the increase in the quantity of carbon credits acquired from 2022 to 2023?,2,3,False
206,What is the percentage increase in the quantity of carbon credits acquired from 2022 to 2023?,0.3,3.333333,False
207,What is the sum of tonnes of waste generated in 2023 and 2022?,2252.8,1321.5,False
208,What is the percentage reduction in the weight of ordinary waste (in tons) from 2022 to 2023?,31.4,-293.5,False
209,What is the increase in the weight of electrical and electronic waste (in tons) generated from 2022 to 2023?,9.8,-1.2,False
210,"What is the average percentage of electric and electroninc waste recycled across the years 2019, 2020, 2021, 2022 and 2023?",98.75,99.0,False
211,"What is the sum of tonnes of ordinary waste produced in the years 2019, 2020, 2021, 2022 and 2023?",6238,99.0,False
212,What is the difference between the total group-related direct and indirect consumption of energy in 2023?,13957,(16665.0 - 377.0),False
213,What is the sum of the group-related direct and indirect consumption of energy in 2023?,14711,16665.0,False
214,What is the percentage reduction in the group-related total consumption of energy from 2022 to 2023?,15.24,-0.203718,False
215,What is the difference between the full consolidated and group-level percentage usage of energy from renewable sources in 2023?,0.16,0.14,False
216,What is the percentage decrease in group-realted energy intensity per milion of revenue from 2021 to 2022?,19.05,-0.7,False
217,What is the average total group-related direct consumption of energy in TJ for the years 2022 and 2023?,15499.5,16041.0,False
218,What is the reduction in total group-related indirect consumption of energy from 2022 to 2023?,319,-277,False
219,"What is the sum of full consolidated energy consumption (in TJ) for the years 2021, 2022, and 2023?",44559,"<16041.0>, <16665.0>, <17361.0>",False
220,What is the difference in the total energy consumption when comparing the group related direct and indirect consumption of energy in 2021?,13479,(16665.0 - 377.0),False
221,What is the percentage of total group-related direct consumption over the total consumption in 2022?,95.99,0.873656,False
222,What is the average of the total group-related direct and indirect consumption of energy for the year 2021 in TJ?,7431.5,14171.0,False
223,What is the percentage difference in total group-related energy consumption when comparing the direct and indirect consumption of energy in 2023?,97.37,0.551883,False
224,What is the average group-related total consumption of energy for the years 2023 and 2022?,16038,(14715.0,False
225,What is the average energy consumption from renewable sources in 2023 for both group-related and consolidated values?,9.84,9.76,False
226,What is the percentage increase in full consolidated energy consumption from 2021 to 2023?,5.52,0.243428,False
227,What is the sum of full consolidated direct consumption of energy in terajoules from the years 2021 to 2023?,27417,16041.0,False
228,What is the percentage increase in total full consolidated indirect consumption of energy from 2021 to 2022?,3.83,0.107445,False
229,What is the sum of all full consolidated values of total consumption of energy in TJ from 2021 to 2023?,44559,"<17361.0>, <16041.0>, <14171.0>",False
230,"What is the average energy consumption, including both direct and indirect full consolidated consumption, for the year 2022?",8210.5,16041.0,False
231,What is the difference between the total full-consolidated direct and indirect consumption of energy in 2021?,12959,(377.0,False
232,What is the percentage of full-consolidated indirect consumption of energy over direct consumption in 2021?,2.75,0.257576,False
233,What is the sum of the total full consolidated direct and indirect consumption of energy for the year 2021?,13691,13325.0,False
234,What is the sum of group-level thermal energy and electricity consumed from the grid in MWh for the year 2023?,40111,78551.0,False
235,What is the percentage reduction in group level electricity consumed from the grid when comparing the values for the year 2022 and 2023?,44.02,0.067283,False
236,What is the increase in the group level amount of electricity self-produced from renewable sources when comparing the values from 2021 to 2023?,85.4,"<384.3>, <384.3>",False
237,What is the percentage decrease in the total group-level indirect consumption of energy from 2022 to 2023?,48.44623238,"<1.638348>, <3.734663>",False
238,What is the average group-level electricity consumed from the grid in MWh for the years 2023 and 2022?,53127,38134.5,False
239,What is the reduction in thermal energy consumed (MWh) from 2022 to 2023 for the consolidated total?,8089,-0.030968,False
240,What is the sum of the group level electricity cosumed from the grid and produced from renewable sources in MWh for the years 2023 and 2021?,21536,78551.0,False
241,How many megawatts per hour are consumed from the grid and do not come from renewable sources in 2023 (group level statistics)?,23735,38134.0,False
242,What is the average cosumption of energy considering the thermal energy and electricity consumed from the grid in 2023 (group level statistics)?,20055.5,37789.0,False
243,What is the average full consolidated electricity consumed from the grid (in MWh) over the years 2021 to 2023?,36144,37676.0,False
244,What is the increase in full consolidated electricity self-produced from renewable sources between the years 2021 and 2023?,85.4,384.3,False
245,What is the percentage decrease in the total indirect consumption of energy from 2022 to 2023 when comparing the consolidated values?,17.41914336,"<0.030968>, <0.030968>",False
246,"What is the total electricity consumed from the grid (in MWh) across the years 2021 to 2023, considering full consolidated values?",108432,"<38134.0>, <35427.0>, <37676.0>",False
247,What is the percentage reduction in full consolidated thermal energy consumed from 2022 to 2023?,80.35962647,0.072795,False
248,What is the difference in the group level amount of electricity produced from renewable sources between the years 2022 and 2021?,6766,384.3,False
249,What is the average consumption of full consolidated thermal energy across the years 2023 and 2022?,6021.5,1977.0,False
250,"What is the average group-level location-based emissions (in kt CO2eq) for the years 2021, 2022, and 2023?",4498.933333,6340.333333,False
251,What is the difference in group-level market based emissions (in kt CO2eq) between the years 2023 and 2021?,3784.1,6446.5,False
252,What is the percentage increase in group-level market-based emissions from 2021 to 2022?,64.63716947,0.070966,False
253,What is the sum of the group-level market-based emissions for the years 2021 and 2023?,9108.9,2403.9,False
254,What is the percentage increase in group-level market-based emissions between the years 2022 and 2023?,47.06955946,0.050986,False
255,What is the reduction in emissions intensity 2 between the years 2021 and 2022?,31.1,-27.2,False
256,What is the average of full consolidated location and market based emissions in the year 2021?,2379.9,2355.9,False
257,What is the percentage difference between full consolidated market and location based emissions for the year 2021?,1.996755273,-0.070966,False
258,What is the sum of the full consolidated location and market-based emissions for the year 2022?,7283,6340.3,False
259,What is the percentage increase in full consolidated location-based emissions from the year 2021 to the year 2022?,54.61182563,0.069358,False
260,What is the increase between the full consolidated market-based emissions from 2022 to 2023?,2699.7,79.8,False
261,What is the percentage increase in group-level market-based emissions from 2021 to 2022?,64.63716947,0.063848,False
262,"What is the average full consolidated market-based emissions (in kt CO2eq) for the years 2021, 2022, and 2023?",4128.2,2403.9,False
263,What is the reduction in emission intensity (in kt CO2 eq/€mln) from 2022 to 2023?,37.7,-12.3,False
264,What is the sum of the emission intensity (in kt CO2 eq/€mln) from 2021 to 2023?,369.6,-156.5,False
265,What is the difference between full consolidated location and market based emissions in 2023?,0.1,-21,False
266,What is the maximum percentage reduction in indirect GHG emissions between two consecutive years in the range 2021-2023?,8.74,-0.072795,False
267,What is the minimum percentage reduction in indirect GHG emissions between two consecutive years in the range 2021-2023?,2.75,3,False
268,How much has the percentage of European over the total of indirect GHG emissions decreased from 2023 compared to 2015?,1.594,-0.072795,False
269,What is the minimum percentage value of European indirect GHG emissions on total indirect emissions that was recorded from 2021 to 2023?,0.491,381.0,False
270,What is the difference between the percentage of emissions from petroleum products and gas for the year 2023?,0.2901,<11,False
271,What is the percentage decrease between the sum of emissions from petroleum products and gas from 2022 to 2023?,8.594,-0.133468,False
272,What is the highest average emission value calculated on petroleum products and gas emissions from 2021 to 2023?,200,389.0,False
273,"What is the maximum percentage reduction in indirect emissions from Europe recorded in the years 2023, 2022 and 2021 compared to the base year 2015?",0.2539,"<3.2%, <3.1%>, <3.1%>",False
